0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,0.000011,0.000003,0.000011,0.000003,0.000011,0.000003,0.000012,0.000003,0.000012,0.000003,0.000012,0.000003,0.000011,0.000003,0.000012,0.000003
0.050000,0.000000,0.000000,-0.000098,0.000064,-0.000098,0.000079,-0.000015,0.000049,-0.000015,0.000079,-0.000015,0.000064,-0.000074,0.000064,-0.000039,0.000064
0.150000,-0.000134,0.000059,-0.000036,0.000017,-0.000036,0.000025,0.000007,0.000010,0.000007,0.000025,0.000007,0.000018,-0.000024,0.000018,-0.000005,0.000018
0.150000,0.000000,0.000000,-0.000154,0.000066,-0.000155,0.000189,0.000534,-0.000052,0.000533,0.000193,0.000533,0.000071,0.000042,0.000067,0.000337,0.000069
0.250000,-0.000261,-0.000170,-0.000109,-0.000007,-0.000110,0.000100,0.000491,-0.000104,0.000487,0.000110,0.000489,0.000003,0.000062,-0.000004,0.000318,0.000000
0.300000,-0.000018,-0.000009,-0.000018,0.000007,-0.000018,0.000023,0.000073,-0.000007,0.000072,0.000025,0.000073,0.000009,0.000008,0.000007,0.000047,0.000008
0.350000,-0.000108,-0.000111,-0.000110,-0.000026,-0.000112,0.000059,0.000367,-0.000099,0.000363,0.000071,0.000365,-0.000014,0.000026,-0.000022,0.000229,-0.000017
0.400000,-0.000116,-0.000130,-0.000120,-0.000013,-0.000124,0.000105,0.000541,-0.000108,0.001009,0.000265,0.001017,0.000042,0.000124,0.000009,0.000660,0.000029
0.500000,-0.000231,-0.000206,-0.000241,0.000004,-0.000250,0.000214,0.000945,-0.000152,0.000450,0.000129,0.000455,0.000025,0.000039,0.000004,0.000289,0.000017
0.500000,0.000000,0.000000,0.000000,0.000000,-0.000142,0.000076,0.000557,-0.000127,0.000542,0.000117,0.000550,-0.000005,0.000061,-0.000034,0.000354,-0.000017
0.600000,-0.000151,-0.000186,-0.000159,-0.000050,-0.000025,0.000010,0.000057,-0.000013,0.000055,0.000016,0.000056,0.000001,-0.000001,-0.000003,0.000033,-0.000000
0.600000,-0.000218,-0.000201,-0.000233,0.000004,-0.000249,0.000210,0.001064,-0.000131,0.001029,0.000331,0.001046,0.000100,0.000121,0.000031,0.000676,0.000073
0.700000,-0.000013,-0.000027,-0.000016,-0.000001,-0.000018,0.000025,0.000449,-0.000054,0.000432,0.000143,0.000441,0.000044,0.000047,0.000010,0.000283,0.000031
0.750000,-0.000102,-0.000102,-0.000110,-0.000004,-0.000119,0.000094,0.000519,-0.000083,0.000497,0.000144,0.000508,0.000030,0.000053,-0.000014,0.000326,0.000013
0.800000,-0.000118,-0.000145,-0.000250,-0.000010,-0.000271,0.000207,0.000469,-0.000021,0.000448,0.000186,0.000458,0.000082,0.000045,0.000038,0.000293,0.000065
0.850000,-0.000110,-0.000083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000455,0.000172,0.000467,0.000067,0.000044,0.000019,0.000298,0.000047
0.900000,-0.000113,-0.000106,-0.000125,-0.000001,-0.000137,0.000105,0.000479,-0.000039,0.000490,0.000146,0.000503,0.000036,0.000062,-0.000019,0.000327,0.000014
0.950000,-0.000101,-0.000151,-0.000115,-0.000040,-0.000128,0.000070,0.000517,-0.000075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,-0.000113,-0.000138,-0.000128,-0.000028,-0.000142,0.000082,0.000503,-0.000057,0.000474,0.000163,0.000489,0.000053,0.000103,-0.000002,0.000626,0.000069
1.050000,-0.000103,-0.000130,-0.000118,-0.000022,-0.000133,0.000086,0.000501,-0.000045,0.000471,0.000171,0.000486,0.000063,0.000000,0.000000,0.000000,0.000000
1.050000,0.000000,0.000000,0.000000,0.000000,-0.000283,0.000175,0.001014,-0.000075,0.000946,0.000364,0.000980,0.000145,0.000102,0.000009,0.000629,0.000091
1.150000,-0.000319,-0.000358,-0.000370,-0.000036,-0.000138,0.000111,0.000469,0.000003,0.000435,0.000208,0.000452,0.000105,0.000043,0.000037,0.000327,0.000085
1.200000,-0.000011,-0.000014,-0.000013,-0.000002,-0.000015,0.000011,0.000061,-0.000002,0.000057,0.000024,0.000059,0.000011,0.000008,0.000002,0.000000,0.000000
1.200000,0.000000,0.000000,-0.000232,-0.000026,-0.000269,0.000175,0.000926,-0.000022,0.000853,0.000378,0.000889,0.000178,0.000088,0.000033,0.000569,0.000120
1.300000,-0.000293,-0.000395,-0.000119,-0.000056,-0.000141,0.000058,0.000537,-0.000045,0.000493,0.000181,0.000515,0.000068,0.000062,-0.000020,0.000334,0.000033
1.350000,-0.000011,-0.000016,-0.000014,0.000001,-0.000018,0.000018,0.000082,0.000003,0.000531,0.000217,0.000556,0.000095,0.000067,-0.000006,0.000360,0.000054
1.400000,-0.000093,-0.000152,-0.000114,-0.000047,-0.000136,0.000059,0.000499,-0.000031,0.000000,0.000000,0.000000,0.000000,0.000044,0.000020,0.000293,0.000074
1.500000,-0.000189,-0.000251,-0.000234,-0.000046,-0.000279,0.000159,0.000959,0.000000,0.000870,0.000410,0.000915,0.000205,0.000051,0.000005,0.000294,0.000060
1.550000,-0.000026,-0.000028,-0.000031,-0.000007,-0.000036,0.000014,0.000091,-0.000001,0.000081,0.000041,0.000086,0.000020,0.000002,0.000001,0.000053,0.000012
1.550000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001004,0.000003,0.000903,0.000426,0.000953,0.000214,0.000108,0.000013,0.000615,0.000134
1.650000,-0.000221,-0.000311,-0.000277,-0.000077,-0.000333,0.000158,0.000087,0.000000,0.000075,0.000046,0.000081,0.000023,-0.000011,0.000000,0.000044,0.000014
1.650000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000469,0.000136
1.700000,-0.000125,-0.000185,-0.000165,-0.000027,-0.000206,0.000132,0.000763,0.000042,0.000681,0.000359,0.000722,0.000201,0.000088,0.000038,0.000314,0.000075
1.750000,-0.000093,-0.000151,-0.000122,-0.000042,-0.000151,0.000067,0.000518,0.000013,0.000459,0.000231,0.000489,0.000122,0.000053,0.000005,0.000000,0.000000
1.800000,-0.000087,-0.000119,-0.000114,-0.000022,-0.000141,0.000075,0.000456,0.000032,0.000402,0.000226,0.000429,0.000129,0.000041,0.000021,0.000274,0.000086
1.850000,-0.000088,-0.000138,-0.000118,-0.000032,-0.000148,0.000074,0.000506,0.000033,0.000445,0.000245,0.000475,0.000139,0.000051,0.000017,0.000306,0.000090
1.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000929,0.000281,0.000098,0.000031,0.000597,0.000181
1.900000,-0.000266,-0.000394,-0.000361,-0.000084,-0.000456,0.000227,0.001474,0.000137,0.001284,0.000759,0.000450,0.000167,0.000038,0.000037,0.000285,0.000115
1.950000,-0.000071,-0.000167,-0.000105,-0.000062,-0.000139,0.000042,0.000514,0.000024,0.000447,0.000233,0.000481,0.000128,0.000062,-0.000008,0.000313,0.000074
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000028,0.000070,0.000258,0.000147
2.050000,-0.000093,-0.000077,-0.000125,0.000019,-0.000312,0.000127,0.001009,0.000107,0.000866,0.000528,0.000938,0.000317,0.000068,-0.000039,0.000343,0.000056
2.150000,-0.000086,-0.000220,-0.000129,-0.000097,-0.000016,0.000014,0.000039,0.000013,0.000457,0.000279,0.000496,0.000168,0.000053,0.000011,0.000319,0.000105
2.200000,-0.000076,-0.000159,-0.000112,-0.000057,-0.000148,0.000045,0.000496,0.000044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.250000,-0.000075,-0.000129,-0.000110,-0.000033,-0.000145,0.000062,0.000461,0.000066,0.000391,0.000258,0.000426,0.000162,0.000043,0.000023,0.000273,0.000106
