28.838758,28.8423938,28.84087257,,0,0,0
28.83725582,28.84358488,28.83721176,,-0.001502172,0.00119108,-0.003660807
28.83724638,28.8440213,28.83748071,,-0.001511616,0.001627496,-0.003391864
28.8367638,28.84282859,28.83801625,,-0.001994193,0.000434789,-0.002856315
28.83984532,28.8452895,28.83944584,,0.001087324,0.0028957,-0.001426726
28.83636115,28.84227324,28.83858629,,-0.002396849,-0.00012056,-0.002286283
28.84315198,28.84227673,28.84272298,,0.004393984,-0.000117069,0.001850412
28.83922169,28.84294077,28.83868451,,0.000463696,0.000546967,-0.002188058
28.84057893,28.84433223,28.83949413,,0.001820937,0.001938423,-0.001378442
28.84250227,28.84464234,28.83901254,,0.003744275,0.002248543,-0.00186003
28.84284982,28.84462984,28.83972713,,0.004091819,0.002236038,-0.00114544
28.84207084,28.8444784,28.83911411,,0.003312842,0.002084595,-0.001758457
28.84298795,28.84496861,28.84026728,,0.004229956,0.002574812,-0.000605286
28.84411323,28.8455449,28.83897483,,0.00535523,0.003151099,-0.001897738
28.84159258,28.84301693,28.83724918,,0.002834585,0.000623132,-0.003623386
28.84169024,28.84396549,28.83669688,,0.002932242,0.001571684,-0.00417569
28.8415351,28.84373475,28.83900519,,0.002777101,0.001340951,-0.001867378
28.83568601,28.84086211,28.8323211,,-0.003071987,-0.001531689,-0.008551473
28.84593842,28.85466111,28.84720829,,0.007180423,0.012267305,0.00633572
28.83755057,28.84390374,28.83887078,,-0.001207429,0.001509942,-0.002001786
28.83089219,28.84017712,28.83849705,,-0.007865805,-0.00221668,-0.002375517
28.83629743,28.84284932,28.83791029,,-0.002460566,0.000455515,-0.002962275
28.83619542,28.84340612,28.83789443,,-0.002562576,0.001012317,-0.002978136
28.83740129,28.84393869,28.839332,,-0.001356708,0.001544888,-0.001540573
28.83154273,28.84314118,28.83300563,,-0.007215268,0.000747374,-0.007866941
28.85109366,28.86146681,28.8537512,,0.012335668,0.019073008,0.012878632
28.83839507,28.84457124,28.83841077,,-0.000362926,0.00217744,-0.002461799
