0.100000,0.067369,0.150945,0.028160
0.200000,0.067414,0.150956,0.028160
0.350000,0.067411,0.150956,0.028159
0.550000,0.067409,0.150955,0.028163
0.650000,0.067372,0.150944,0.028154
0.800000,0.067416,0.150956,0.028154
0.950000,0.067371,0.150945,0.028165
1.100000,0.067415,0.150957,0.028154
1.250000,0.067371,0.150946,0.028157
1.400000,0.067372,0.150946,0.028153
1.500000,0.067381,0.150957,0.028183
1.700000,0.067357,0.151173,0.028183
1.900000,0.067403,0.151520,0.028187
2.000000,0.067405,0.151548,0.028157
2.150000,0.067457,0.151602,0.028146
2.300000,0.067420,0.151867,0.028175
2.450000,0.067545,0.152234,0.028201
2.650000,0.067570,0.152263,0.028174
2.800000,0.067541,0.152271,0.028179
2.900000,0.067567,0.152487,0.028190
3.100000,0.067589,0.152658,0.028313
3.300000,0.067533,0.152707,0.028177
3.450000,0.067499,0.152823,0.028258
3.700000,0.067456,0.153048,0.028214
3.800000,0.067465,0.153556,0.028185
4.000000,0.067466,0.153556,0.028186
4.150000,0.067466,0.153556,0.028186
4.250000,0.067397,0.153722,0.028181
4.450000,0.067371,0.153838,0.028279
4.600000,0.067343,0.154121,0.028215
4.850000,0.067368,0.154215,0.028184
4.950000,0.067346,0.154349,0.028169
5.100000,0.067356,0.154418,0.028190
5.300000,0.067314,0.154777,0.028259
5.450000,0.067307,0.155173,0.028158
5.600000,0.067251,0.155158,0.028161
5.850000,0.067251,0.155159,0.028159
6.000000,0.067303,0.155290,0.028178
6.150000,0.067168,0.155614,0.028186
6.300000,0.067079,0.155752,0.028229
6.450000,0.067018,0.155902,0.028286
6.650000,0.066999,0.155963,0.028184
6.800000,0.066995,0.156060,0.028201
6.950000,0.066990,0.156263,0.028188
7.150000,0.067028,0.156490,0.028183
7.350000,0.067033,0.156589,0.028316
7.550000,0.066882,0.157006,0.028238
7.650000,0.066836,0.157041,0.028186
7.850000,0.066859,0.157132,0.028196
8.000000,0.066806,0.157362,0.028165
8.200000,0.066770,0.157439,0.028198
8.350000,0.066791,0.157653,0.028199
8.700000,0.066727,0.157924,0.028203
8.850000,0.066625,0.158241,0.028187
9.050000,0.066618,0.158279,0.028168
9.200000,0.066586,0.158495,0.028315
9.350000,0.066557,0.158576,0.028256
9.550000,0.066506,0.158882,0.028201
9.700000,0.066482,0.158930,0.028238
9.900000,0.066426,0.159138,0.028186
10.100000,0.066369,0.159622,0.028114
10.350000,0.066293,0.159877,0.028162
10.450000,0.066278,0.159880,0.028183
10.600000,0.066247,0.160042,0.028183
10.850000,0.066220,0.160035,0.028175
11.000000,0.066094,0.160354,0.028204
11.150000,0.066059,0.160401,0.028155
11.350000,0.066117,0.160452,0.028153
11.550000,0.066043,0.160676,0.028156
11.700000,0.065985,0.160877,0.028232
12.050000,0.065884,0.161149,0.028199
12.250000,0.065853,0.161415,0.028254
12.400000,0.065793,0.161579,0.028234
12.600000,0.065779,0.161665,0.028214
12.750000,0.065763,0.161860,0.028113
12.900000,0.065665,0.162020,0.028298
13.100000,0.065594,0.162238,0.028271
13.250000,0.065592,0.162364,0.028196
13.450000,0.065564,0.162505,0.028180
13.550000,0.065476,0.162798,0.028178
13.800000,0.065447,0.162981,0.028179
14.000000,0.065417,0.163109,0.028253
14.100000,0.065396,0.163181,0.028210
14.300000,0.065282,0.163302,0.028184
14.500000,0.065239,0.163715,0.028193
14.700000,0.065199,0.163779,0.028192
14.900000,0.065132,0.164149,0.028200
15.100000,0.065003,0.164537,0.028185
15.300000,0.064995,0.164550,0.028175
15.450000,0.064972,0.164560,0.028160
15.600000,0.064946,0.164670,0.028186
15.750000,0.064912,0.164788,0.028198
16.050000,0.064912,0.165082,0.028192
16.200000,0.064872,0.165107,0.028188
16.350000,0.064766,0.165712,0.028071
