0.066143,0.279587
0.065899,0.279644
0.065655,0.279702
0.065411,0.279759
0.065167,0.279816
0.064922,0.279873
0.064678,0.279929
0.064434,0.279986
0.064190,0.280042
0.063945,0.280098
0.063701,0.280153
0.063456,0.280209
0.063212,0.280264
0.062967,0.280319
0.062722,0.280374
0.062478,0.280429
0.062233,0.280483
0.061988,0.280537
0.061743,0.280591
0.061498,0.280645
0.061254,0.280698
0.061009,0.280752
0.060764,0.280805
0.060518,0.280858
0.060273,0.280911
0.060028,0.280963
0.059783,0.281015
0.059538,0.281067
0.059292,0.281119
0.059047,0.281171
0.058802,0.281222
0.058556,0.281274
0.058311,0.281325
0.058065,0.281375
0.057820,0.281426
0.057574,0.281476
0.057328,0.281526
0.057083,0.281576
0.056837,0.281626
0.056591,0.281675
0.056345,0.281725
0.056099,0.281774
0.055854,0.281823
0.055608,0.281871
0.055362,0.281920
0.055116,0.281968
0.054869,0.282016
0.054623,0.282064
0.054377,0.282111
0.054131,0.282159
0.053885,0.282206
0.053638,0.282253
0.053392,0.282299
0.053146,0.282346
0.052899,0.282392
0.052653,0.282438
0.052406,0.282484
0.052160,0.282530
0.051913,0.282575
0.051667,0.282620
0.051420,0.282665
0.051173,0.282710
0.050927,0.282755
0.050680,0.282799
0.050433,0.282843
0.050186,0.282887
0.049939,0.282931
0.049692,0.282974
0.049445,0.283017
0.049198,0.283060
0.048951,0.283103
0.048704,0.283146
0.048457,0.283188
0.048210,0.283230
0.047963,0.283272
0.047716,0.283314
0.047468,0.283356
0.047221,0.283397
0.046974,0.283438
0.046726,0.283479
0.046479,0.283520
0.046232,0.283560
0.045984,0.283600
0.045737,0.283640
0.045489,0.283680
0.045241,0.283720
0.044994,0.283759
0.044746,0.283798
0.044498,0.283837
0.044251,0.283876
0.044003,0.283914
0.043755,0.283953
0.043507,0.283991
0.043260,0.284029
0.043012,0.284066
0.042764,0.284104
0.042516,0.284141
0.042268,0.284178
0.042020,0.284215
0.041772,0.284251
0.041524,0.284288
0.041276,0.284324
0.041028,0.284360
0.040779,0.284395
0.040531,0.284431
0.040283,0.284466
0.040035,0.284501
0.039786,0.284536
0.039538,0.284571
0.039290,0.284605
0.039041,0.284639
0.038793,0.284673
0.038544,0.284707
0.038296,0.284740
0.038048,0.284774
0.037799,0.284807
0.037550,0.284840
0.037302,0.284872
0.037053,0.284905
0.036805,0.284937
0.036556,0.284969
0.036307,0.285001
0.036059,0.285032
0.035810,0.285064
0.035561,0.285095
0.035312,0.285126
0.035063,0.285156
0.034814,0.285187
0.034566,0.285217
0.034317,0.285247
0.034068,0.285277
0.033819,0.285307
0.033570,0.285336
0.033321,0.285365
0.033072,0.285394
0.032823,0.285423
0.032574,0.285452
0.032324,0.285480
0.032075,0.285508
0.031826,0.285536
0.031577,0.285564
0.031328,0.285591
0.031079,0.285618
0.030829,0.285645
0.030580,0.285672
0.030331,0.285699
0.030081,0.285725
0.029832,0.285751
0.029583,0.285777
0.029333,0.285803
0.029084,0.285828
0.028834,0.285853
0.028585,0.285879
0.028335,0.285903
0.028086,0.285928
0.027836,0.285952
0.027587,0.285977
0.027337,0.286001
0.027088,0.286024
0.026838,0.286048
0.026588,0.286071
0.026339,0.286094
0.026089,0.286117
0.025839,0.286140
0.025590,0.286162
0.025340,0.286184
0.025090,0.286206
0.024840,0.286228
0.024591,0.286250
0.024341,0.286271
0.024091,0.286292
0.023841,0.286313
0.023591,0.286334
0.023341,0.286354
0.023091,0.286375
0.022842,0.286395
0.022592,0.286414
0.022342,0.286434
0.022092,0.286453
0.021842,0.286473
0.021592,0.286492
0.021342,0.286510
0.021092,0.286529
0.020842,0.286547
0.020592,0.286565
0.020341,0.286583
0.020091,0.286601
0.019841,0.286618
0.019591,0.286635
0.019341,0.286652
0.019091,0.286669
0.018841,0.286686
0.018590,0.286702
0.018340,0.286718
0.018090,0.286734
0.017840,0.286750
0.017590,0.286765
0.017339,0.286780
0.017089,0.286795
0.016839,0.286810
0.016588,0.286825
0.016338,0.286839
0.016088,0.286853
0.015837,0.286867
0.015587,0.286881
0.015337,0.286894
0.015086,0.286908
0.014836,0.286921
0.014586,0.286934
0.014335,0.286946
0.014085,0.286959
0.013834,0.286971
0.013584,0.286983
0.013334,0.286995
0.013083,0.287006
0.012833,0.287017
0.012582,0.287028
0.012332,0.287039
0.012081,0.287050
0.011831,0.287060
0.011580,0.287071
0.011330,0.287081
0.011079,0.287090
0.010829,0.287100
0.010578,0.287109
0.010327,0.287118
0.010077,0.287127
0.009826,0.287136
0.009576,0.287144
0.009325,0.287153
0.009075,0.287161
0.008824,0.287169
0.008573,0.287176
0.008323,0.287183
0.008072,0.287191
0.007822,0.287198
0.007571,0.287204
0.007320,0.287211
0.007070,0.287217
0.006819,0.287223
0.006568,0.287229
0.006318,0.287235
0.006067,0.287240
0.005816,0.287245
0.005566,0.287250
0.005315,0.287255
0.005064,0.287259
0.004814,0.287264
0.004563,0.287268
0.004312,0.287272
0.004062,0.287275
0.003811,0.287279
0.003560,0.287282
0.003309,0.287285
0.003059,0.287288
0.002808,0.287290
0.002557,0.287293
0.002307,0.287295
0.002056,0.287297
0.001805,0.287298
0.001554,0.287300
0.001304,0.287301
0.001053,0.287302
0.000802,0.287303
0.000552,0.287304
0.000301,0.287304
0.000050,0.287304
-0.000201,0.287304
-0.000451,0.287304
-0.000702,0.287303
-0.000953,0.287302
-0.001203,0.287302
-0.001454,0.287300
-0.001705,0.287299
-0.001956,0.287297
-0.002206,0.287296
-0.002457,0.287294
-0.002708,0.287291
-0.002958,0.287289
-0.003209,0.287286
-0.003460,0.287283
-0.003711,0.287280
-0.003961,0.287277
-0.004212,0.287273
-0.004463,0.287269
-0.004713,0.287265
-0.004964,0.287261
-0.005215,0.287257
-0.005465,0.287252
-0.005716,0.287247
-0.005967,0.287242
-0.006217,0.287237
-0.006468,0.287231
-0.006719,0.287226
-0.006969,0.287220
-0.007220,0.287213
-0.007471,0.287207
-0.007721,0.287200
-0.007972,0.287193
-0.008222,0.287186
-0.008473,0.287179
-0.008724,0.287172
-0.008974,0.287164
-0.009225,0.287156
-0.009475,0.287148
-0.009726,0.287139
-0.009977,0.287131
-0.010227,0.287122
-0.010478,0.287113
-0.010728,0.287104
-0.010979,0.287094
-0.011229,0.287085
-0.011480,0.287075
-0.011730,0.287064
-0.011981,0.287054
-0.012231,0.287044
-0.012482,0.287033
-0.012732,0.287022
-0.012983,0.287011
-0.013233,0.286999
-0.013484,0.286987
-0.013734,0.286976
-0.013985,0.286964
-0.014235,0.286951
-0.014485,0.286939
-0.014736,0.286926
-0.014986,0.286913
-0.015237,0.286900
-0.015487,0.286886
-0.015737,0.286873
-0.015988,0.286859
-0.016238,0.286845
-0.016488,0.286831
-0.016739,0.286816
-0.016989,0.286801
-0.017239,0.286786
-0.017489,0.286771
-0.017740,0.286756
-0.017990,0.286740
-0.018240,0.286724
-0.018490,0.286708
-0.018741,0.286692
-0.018991,0.286676
-0.019241,0.286659
-0.019491,0.286642
-0.019741,0.286625
-0.019991,0.286608
-0.020241,0.286590
-0.020491,0.286572
-0.020742,0.286554
-0.020992,0.286536
-0.021242,0.286518
-0.021492,0.286499
-0.021742,0.286480
-0.021992,0.286461
-0.022242,0.286442
-0.022492,0.286422
-0.022742,0.286403
-0.022991,0.286383
-0.023241,0.286362
-0.023491,0.286342
-0.023741,0.286321
-0.023991,0.286301
-0.024241,0.286280
-0.024491,0.286258
-0.024740,0.286237
-0.024990,0.286215
-0.025240,0.286193
-0.025490,0.286171
-0.025739,0.286149
-0.025989,0.286126
-0.026239,0.286103
-0.026488,0.286080
-0.026738,0.286057
-0.026988,0.286034
-0.027237,0.286010
-0.027487,0.285986
-0.027737,0.285962
-0.027986,0.285938
-0.028236,0.285913
-0.028485,0.285888
-0.028735,0.285864
-0.028984,0.285838
-0.029233,0.285813
-0.029483,0.285787
-0.029732,0.285761
-0.029982,0.285735
-0.030231,0.285709
-0.030480,0.285683
-0.030730,0.285656
-0.030979,0.285629
-0.031228,0.285602
-0.031477,0.285575
-0.031726,0.285547
-0.031976,0.285519
-0.032225,0.285491
-0.032474,0.285463
-0.032723,0.285434
-0.032972,0.285406
-0.033221,0.285377
-0.033470,0.285348
