0.150000,0.066363,0.177061,0.024414
0.350000,0.066326,0.177211,0.024414
0.600000,0.066266,0.177462,0.024414
0.750000,0.066217,0.177652,0.024414
0.900000,0.066169,0.177846,0.024414
1.100000,0.066144,0.177934,0.024414
1.250000,0.066096,0.178137,0.024414
1.450000,0.066047,0.178331,0.024414
1.650000,0.066011,0.178472,0.024414
1.800000,0.065962,0.178670,0.024414
1.950000,0.065938,0.178758,0.024414
2.150000,0.065890,0.178961,0.024414
2.300000,0.065841,0.179155,0.024414
2.500000,0.065805,0.179296,0.024414
2.600000,0.065756,0.179495,0.024414
2.800000,0.065732,0.179583,0.024414
3.000000,0.065684,0.179786,0.024414
3.150000,0.065635,0.179980,0.024414
3.350000,0.065587,0.180174,0.024414
3.700000,0.065538,0.180368,0.024414
3.950000,0.065453,0.180720,0.024414
4.150000,0.065392,0.180954,0.024414
4.350000,0.065344,0.181144,0.024414
4.600000,0.065295,0.181337,0.024414
4.750000,0.065247,0.181531,0.024414
4.900000,0.065211,0.181673,0.024414
5.050000,0.065174,0.181818,0.024414
5.200000,0.065138,0.181964,0.024414
5.400000,0.065089,0.182162,0.024414
5.650000,0.065029,0.182409,0.024414
5.800000,0.064992,0.182546,0.024414
5.950000,0.064956,0.182691,0.024414
6.100000,0.064920,0.182837,0.024414
6.300000,0.064883,0.182982,0.024414
6.450000,0.064835,0.183180,0.024414
6.600000,0.064798,0.183322,0.024414
6.850000,0.064738,0.183573,0.024414
7.050000,0.064701,0.183710,0.024414
7.300000,0.064640,0.183961,0.024414
7.400000,0.064604,0.184098,0.024414
7.600000,0.064568,0.184243,0.024414
7.850000,0.064507,0.184494,0.024414
8.000000,0.064471,0.184631,0.024414
8.250000,0.064398,0.184935,0.024414
8.450000,0.064362,0.185068,0.024414
8.650000,0.064313,0.185266,0.024414
8.800000,0.064252,0.185512,0.024414
9.050000,0.064216,0.185650,0.024414
9.250000,0.064155,0.185900,0.024414
9.500000,0.064107,0.186090,0.024414
9.750000,0.064046,0.186337,0.024414
10.000000,0.063986,0.186579,0.024414
10.150000,0.063949,0.186717,0.024414
10.300000,0.063901,0.186915,0.024414
10.450000,0.063864,0.187056,0.024414
10.600000,0.063840,0.187149,0.024414
10.750000,0.063792,0.187351,0.024414
10.900000,0.063755,0.187493,0.024414
11.100000,0.063719,0.187638,0.024414
11.300000,0.063670,0.187836,0.024414
11.500000,0.063610,0.188083,0.024414
