t, omega, theta, x, y
0.0, 0.0, -90.0, 0.167, -0.0040000000000000036
0.05, 36.0, -89.1, 0.16802097562526835, -0.003991981111307941
0.1, 72.0, -86.4, 0.17108138376940538, -0.0038717373478376615
0.15000000000000002, 72.0, -82.8, 0.1751466601816798, -0.003487455585441071
0.2, 72.0, -79.2, 0.17917978544807212, -0.0028486712973647688
0.25, 72.0, -75.6, 0.1831648426657156, -0.001957905473361027
0.30000000000000004, 72.0, -72.0, 0.18708610463437159, -0.000818673559184982
0.35000000000000003, 72.0, -68.4, 0.19092809592450408, 0.0005645284172636489
0.4, 72.0, -64.8, 0.19467565395172973, 0.002186241589708725
0.45, 72.0, -61.2, 0.1983139888166115, 0.004040065797148856
0.5, 72.0, -57.6, 0.2018287416736348, 0.006118684842369014
0.55, 72.0, -53.99999999999999, 0.20520604139901077, 0.008413895365628421
0.6000000000000001, 72.0, -50.39999999999999, 0.20843255933366484, 0.010916639219573705
0.65, 72.0, -46.8, 0.21149556188536478, 0.013617039217608255
0.7000000000000001, 72.0, -43.199999999999996, 0.21438296078239177, 0.016504438114635235
0.75, 72.0, -39.599999999999994, 0.2170833607804263, 0.019567440666335173
0.8, 72.0, -35.99999999999999, 0.2195861046343716, 0.022793958600989248
0.8500000000000001, 72.0, -32.39999999999999, 0.221881315157631, 0.026171258326365222
0.9, 72.0, -28.799999999999997, 0.22395993420285115, 0.02968601118338851
0.9500000000000001, 72.0, -25.200000000000003, 0.22581375841029128, 0.03332434604827027
1.0, 72.0, -21.60000000000001, 0.22743547158273636, 0.03707190407549592
1.05, 72.0, -18.0, 0.228818673559185, 0.04091389536562842
1.1, 72.0, -14.400000000000006, 0.22995790547336104, 0.044835157334284434
1.1500000000000001, 72.0, -10.799999999999997, 0.23084867129736478, 0.0488202145519279
1.2000000000000002, 72.0, -7.200000000000003, 0.2314874555854411, 0.052853339818320216
1.25, 72.0, -3.6000000000000085, 0.23187173734783767, 0.05691861623059462
1.3, 72.0, -1.4210854715202004e-14, 0.232, 0.060999999999999985
1.35, 72.0, 3.5999999999999943, 0.23187173734783767, 0.06508138376940537
1.4000000000000001, 72.0, 7.200000000000003, 0.2314874555854411, 0.06914666018167978
1.4500000000000002, 72.0, 10.799999999999997, 0.23084867129736478, 0.07317978544807209
1.5, 72.0, 14.399999999999991, 0.22995790547336104, 0.07716484266571555
1.55, 72.0, 17.999999999999986, 0.228818673559185, 0.08108610463437158
1.6, 72.0, 21.599999999999994, 0.22743547158273636, 0.08492809592450407
1.6500000000000001, 72.0, 25.200000000000003, 0.22581375841029128, 0.08867565395172973
1.7000000000000002, 72.0, 28.799999999999997, 0.22395993420285115, 0.09231398881661149
1.75, 72.0, 32.39999999999999, 0.221881315157631, 0.09582874167363478
1.8, 72.0, 35.999999999999986, 0.21958610463437161, 0.09920604139901074
1.85, 72.0, 39.599999999999994, 0.2170833607804263, 0.10243255933366482
1.9000000000000001, 72.0, 43.19999999999999, 0.21438296078239177, 0.10549556188536476
1.9500000000000002, 72.0, 46.80000000000001, 0.21149556188536478, 0.10838296078239176
2.0, 72.0, 50.39999999999998, 0.20843255933366486, 0.11108336078042627
2.0500000000000003, 72.0, 54.0, 0.20520604139901077, 0.11358610463437158
2.1, 72.0, 57.599999999999994, 0.2018287416736348, 0.11588131515763098
2.15, 72.0, 61.19999999999999, 0.19831398881661153, 0.11795993420285113
2.2, 72.0, 64.80000000000001, 0.19467565395172973, 0.11981375841029127
2.25, 72.0, 68.39999999999998, 0.1909280959245041, 0.12143547158273632
2.3000000000000003, 72.0, 72.0, 0.18708610463437159, 0.12281867355918498
2.35, 72.0, 75.6, 0.1831648426657156, 0.12395790547336102
2.4000000000000004, 72.0, 79.20000000000002, 0.1791797854480721, 0.12484867129736477
2.45, 72.0, 82.80000000000001, 0.17514666018167976, 0.12548745558544105
2.5, 72.0, 86.39999999999998, 0.1710813837694054, 0.12587173734783766
2.5500000000000003, 72.0, 90.0, 0.167, 0.126
2.6, 72.0, 93.6, 0.16291861623059464, 0.12587173734783766
2.6500000000000004, 72.0, 97.20000000000002, 0.15885333981832023, 0.12548745558544105
2.7, 72.0, 100.80000000000001, 0.1548202145519279, 0.12484867129736477
2.75, 72.0, 104.39999999999998, 0.1508351573342845, 0.12395790547336102
2.8000000000000003, 72.0, 108.0, 0.14691389536562843, 0.122818673559185
2.85, 72.0, 111.6, 0.14307190407549597, 0.12143547158273635
2.9000000000000004, 72.0, 115.20000000000002, 0.1393243460482703, 0.11981375841029127
2.95, 72.0, 118.80000000000001, 0.13568601118338852, 0.11795993420285113
3.0, 72.0, 122.39999999999998, 0.13217125832636525, 0.115881315157631
3.0500000000000003, 72.0, 126.0, 0.12879395860098924, 0.11358610463437158
3.1, 72.0, 129.6, 0.12556744066633518, 0.1110833607804263
3.1500000000000004, 72.0, 133.20000000000002, 0.12250443811463524, 0.10838296078239174
3.2, 72.0, 136.8, 0.11961703921760825, 0.10549556188536476
3.25, 72.0, 140.39999999999998, 0.11691663921957374, 0.10243255933366485
3.3000000000000003, 72.0, 144.0, 0.11441389536562843, 0.09920604139901076
3.35, 72.0, 147.6, 0.11211868484236903, 0.09582874167363478
3.4000000000000004, 72.0, 151.20000000000002, 0.11004006579714887, 0.09231398881661149
3.45, 72.0, 154.8, 0.10818624158970874, 0.08867565395172972
3.5, 72.0, 158.39999999999998, 0.10656452841726369, 0.08492809592450411
3.5500000000000003, 72.0, 162.0, 0.10518132644081503, 0.08108610463437159
3.6, 72.0, 165.6, 0.10404209452663898, 0.07716484266571556
3.6500000000000004, 72.0, 169.20000000000005, 0.10315132870263523, 0.07317978544807204
3.7, 72.0, 172.8, 0.10251254441455894, 0.06914666018167977
3.75, 72.0, 176.40000000000003, 0.10212826265216235, 0.06508138376940532
3.8000000000000003, 72.0, 180.00000000000006, 0.10200000000000001, 0.06099999999999995
3.85, 72.0, 183.60000000000002, 0.10212826265216235, 0.056918616230594604
3.9000000000000004, 72.0, 187.20000000000005, 0.10251254441455895, 0.05285333981832016
3.95, 72.0, 190.8, 0.10315132870263524, 0.048820214551927886
