t, omega, theta, x, y
0.0, 0.0, -90.0, 0.167, -0.0040000000000000036
0.01, 7.2, -89.964, 0.16704084070180947, -0.003999987169514704
0.02, 14.4, -89.856, 0.16716336264600526, -0.003999794712336524
0.03, 21.599999999999998, -89.676, 0.16736756438149658, -0.003998960733425996
0.04, 28.8, -89.424, 0.1676534402651875, -0.003996715423318364
0.05, 36.0, -89.1, 0.16802097562526835, -0.003991981111307941
0.06, 43.199999999999996, -88.704, 0.16847013999058746, -0.003983372399469054
0.07, 50.400000000000006, -88.236, 0.16900087838767458, -0.003969196437063449
0.08, 57.6, -87.696, 0.16961310070859198, -0.003947453411867946
0.09, 64.8, -87.084, 0.17030666915525688, -0.003915837351894894
0.1, 72.0, -86.4, 0.17108138376940538, -0.0038717373478376615
0.11, 72.0, -85.68, 0.17189624235931564, -0.0038153285169399143
0.12, 72.0, -84.96000000000001, 0.1727103277757983, -0.0037486845943062175
0.13, 72.0, -84.24, 0.173523511465329, -0.003671816103784517
0.14, 72.0, -83.52, 0.17433566501677633, -0.00358473518380055
0.15, 72.0, -82.8, 0.1751466601816798, -0.003487455585441071
0.16, 72.0, -82.08, 0.1759563688945015, -0.003379992670282328
0.17, 72.0, -81.36, 0.17676466329284923, -0.0032623634079644165
0.18, 72.0, -80.64, 0.17757141573766744, -0.003134586373511425
0.19, 72.0, -79.92, 0.17837649883339296, -0.0029966817443983496
0.2, 72.0, -79.2, 0.17917978544807212, -0.0028486712973647688
0.21, 72.0, -78.48, 0.17998114873343646, -0.0026905784049760517
0.22, 72.0, -77.76, 0.18078046214493354, -0.002522428031932575
0.23, 72.0, -77.04, 0.1815775994617098, -0.002344246731127514
0.24, 72.0, -76.32000000000001, 0.1823724348065421, -0.0021560626394538096
0.25, 72.0, -75.6, 0.1831648426657156, -0.001957905473361027
0.26, 72.0, -74.88, 0.1839546979088433, -0.001749806524162803
0.27, 72.0, -74.16, 0.18474187580862617, -0.0015317986530955785
0.28, 72.0, -73.44, 0.18552625206054846, -0.0013039162861294348
0.29, 72.0, -72.72, 0.18630770280250727, -0.0010661954085317976
0.3, 72.0, -72.0, 0.18708610463437159, -0.000818673559184982
0.31, 72.0, -71.28, 0.18786133463746862, -0.0005613898246583857
0.32, 72.0, -70.56, 0.18863327039399413, -0.00029438483303619034
0.33, 72.0, -69.84, 0.1894017900063436, -1.7700747501819825e-05
0.34, 72.0, -69.12, 0.19016677211636132, 0.0002686187403202131
0.35000000000000003, 72.0, -68.4, 0.19092809592450408, 0.0005645284172636489
0.36, 72.0, -67.68, 0.19168564120891707, 0.0008699815557602145
0.37, 72.0, -66.96, 0.19243928834441817, 0.0011849299212184292
0.38, 72.0, -66.24, 0.19318891832138807, 0.0015093237796403591
0.39, 72.0, -65.52, 0.1939344127645635, 0.0018431119054752795
0.4, 72.0, -64.8, 0.19467565395172973, 0.002186241589708725
0.41000000000000003, 72.0, -64.08, 0.19541252483231064, 0.002538658648185886
0.42, 72.0, -63.36, 0.1961449090458521, 0.0029003074301678505
0.43, 72.0, -62.64, 0.19687269094039672, 0.003271130827119606
0.44, 72.0, -61.92, 0.19759575559074663, 0.003651070281728036
0.45, 72.0, -61.2, 0.1983139888166115, 0.004040065797148856
0.46, 72.0, -60.480000000000004, 0.19902727720063895, 0.0044380559464808275
0.47000000000000003, 72.0, -59.76, 0.19973550810632446, 0.004844977882465705
0.48, 72.0, -59.04, 0.20043856969579793, 0.005260767347412598
0.49, 72.0, -58.31999999999999, 0.20113635094748422, 0.005685358683345028
0.5, 72.0, -57.6, 0.2018287416736348, 0.006118684842369014
0.51, 72.0, -56.879999999999995, 0.2025156325377275, 0.006560677397260788
0.52, 72.0, -56.16, 0.20319691507173224, 0.0070112665522721815
0.53, 72.0, -55.44, 0.20387248169323918, 0.00747038115415221
0.54, 72.0, -54.72, 0.2045422257224474, 0.00793794870338304
0.55, 72.0, -53.99999999999999, 0.20520604139901077, 0.008413895365628421
0.56, 72.0, -53.279999999999994, 0.20586382389873875, 0.008898145983393023
0.5700000000000001, 72.0, -52.559999999999995, 0.20651546935014936, 0.009390624087890702
0.58, 72.0, -51.839999999999996, 0.20716087485087176, 0.009891251911119774
0.59, 72.0, -51.12, 0.20779993848389555, 0.010399950398143475
0.6, 72.0, -50.4, 0.20843255933366484, 0.010916639219573698
0.61, 72.0, -49.68, 0.2090586375020139, 0.011441236784255883
0.62, 72.0, -48.96, 0.20967807412394218, 0.011973660252153254
0.63, 72.0, -48.239999999999995, 0.21029077138322638, 0.012513825547428158
0.64, 72.0, -47.519999999999996, 0.2108966325278666, 0.0130616473717187
0.65, 72.0, -46.8, 0.21149556188536478, 0.013617039217608255
0.66, 72.0, -46.07999999999999, 0.21208746487783234, 0.01417991338228606
0.67, 72.0, -45.35999999999999, 0.21267224803692522, 0.014750180981396459
0.68, 72.0, -44.63999999999999, 0.21324981901860357, 0.015327751963074801
0.6900000000000001, 72.0, -43.919999999999995, 0.21382008661771396, 0.015912535122167677
0.7000000000000001, 72.0, -43.199999999999996, 0.21438296078239177, 0.016504438114635235
0.71, 72.0, -42.48, 0.21493835262828132, 0.017103367472133417
0.72, 72.0, -41.76, 0.21548617445257184, 0.017709228616773647
0.73, 72.0, -41.04, 0.21602633974784677, 0.018321925876057833
0.74, 72.0, -40.32, 0.21655876321574413, 0.01894136249798612
0.75, 72.0, -39.599999999999994, 0.2170833607804263, 0.019567440666335173
0.76, 72.0, -38.879999999999995, 0.21760004960185653, 0.02020006151610447
0.77, 72.0, -38.16, 0.21810874808888026, 0.020839125149128265
0.78, 72.0, -37.44, 0.21860937591210933, 0.021484530649850647
0.79, 72.0, -36.71999999999999, 0.21910185401660698, 0.022136176101261278
0.8, 72.0, -35.99999999999999, 0.2195861046343716, 0.022793958600989248
0.81, 72.0, -35.279999999999994, 0.220062051296617, 0.023457774277552607
0.8200000000000001, 72.0, -34.559999999999995, 0.2205296188458478, 0.024127518306760833
0.8300000000000001, 72.0, -33.83999999999999, 0.22098873344772785, 0.024803084928267785
0.84, 72.0, -33.12, 0.22143932260273924, 0.025484367462272506
0.85, 72.0, -32.4, 0.221881315157631, 0.026171258326365215
0.86, 72.0, -31.68, 0.222314641316655, 0.026863649052515773
0.87, 72.0, -30.96, 0.2227392326525874, 0.027561430304202078
0.88, 72.0, -30.239999999999995, 0.2231550221175343, 0.028264491893675546
0.89, 72.0, -29.519999999999996, 0.22356194405351917, 0.02897272279936105
0.9, 72.0, -28.799999999999997, 0.22395993420285115, 0.02968601118338851
0.91, 72.0, -28.07999999999999, 0.22434892971827197, 0.03040424440925339
0.92, 72.0, -27.359999999999992, 0.2247288691728804, 0.031127309059603293
0.93, 72.0, -26.639999999999993, 0.22509969256983214, 0.03185509095414791
0.9400000000000001, 72.0, -25.92, 0.22546134135181412, 0.03258747516768935
0.9500000000000001, 72.0, -25.200000000000003, 0.22581375841029128, 0.03332434604827027
0.96, 72.0, -24.480000000000004, 0.22615688809452472, 0.034065587235436526
0.97, 72.0, -23.760000000000005, 0.22649067622035965, 0.034811081678611924
0.98, 72.0, -23.040000000000006, 0.22681507007878157, 0.035560711655581834
0.99, 72.0, -22.320000000000007, 0.2271300184442398, 0.03631435879108292
1.0, 72.0, -21.60000000000001, 0.22743547158273636, 0.03707190407549592
1.01, 72.0, -20.88000000000001, 0.2277313812596798, 0.03783322788363869
1.02, 72.0, -20.159999999999997, 0.22801770074750183, 0.03859820999365639
1.03, 72.0, -19.439999999999998, 0.2282943848330362, 0.03936672960600587
1.04, 72.0, -18.72, 0.2285613898246584, 0.040138665362531384
1.05, 72.0, -18.0, 0.228818673559185, 0.04091389536562842
1.06, 72.0, -17.28, 0.2290661954085318, 0.04169229719749273
1.07, 72.0, -16.560000000000002, 0.22930391628612945, 0.04247374793945155
1.08, 72.0, -15.840000000000003, 0.2295317986530956, 0.043258124191373856
1.09, 72.0, -15.120000000000005, 0.22974980652416283, 0.044045302091156695
1.1, 72.0, -14.400000000000006, 0.22995790547336104, 0.044835157334284434
1.11, 72.0, -13.680000000000007, 0.23015606263945382, 0.045627565193457884
1.12, 72.0, -12.960000000000008, 0.23034424673112752, 0.046422400538290214
1.1300000000000001, 72.0, -12.240000000000009, 0.23052242803193257, 0.04721953785506644
1.1400000000000001, 72.0, -11.52000000000001, 0.23069057840497606, 0.04801885126656353
1.1500000000000001, 72.0, -10.799999999999997, 0.23084867129736478, 0.0488202145519279
1.16, 72.0, -10.080000000000013, 0.23099668174439836, 0.04962350116660704
1.17, 72.0, -9.360000000000014, 0.23113458637351142, 0.05042858426233255
1.18, 72.0, -8.640000000000015, 0.2312623634079644, 0.051235336707150775
1.19, 72.0, -7.920000000000016, 0.23137999267028234, 0.052043631105498506
1.2, 72.0, -7.200000000000017, 0.23148745558544107, 0.0528533398183202
1.21, 72.0, -6.480000000000018, 0.23158473518380057, 0.05366433498322367
1.22, 72.0, -5.760000000000019, 0.2316718161037845, 0.054476488534671005
1.23, 72.0, -5.0400000000000205, 0.2317486845943062, 0.05528967222420167
1.24, 72.0, -4.320000000000007, 0.23181532851693992, 0.056103757640684364
1.25, 72.0, -3.6000000000000085, 0.23187173734783767, 0.05691861623059462
1.26, 72.0, -2.8800000000000097, 0.23191790217939115, 0.057734119318314965
1.27, 72.0, -2.160000000000011, 0.2319538157216383, 0.058550138126454244
1.28, 72.0, -1.440000000000012, 0.2319794723034145, 0.05936654379618305
1.29, 72.0, -0.7200000000000131, 0.23199486787324808, 0.06018320740758207
1.3, 72.0, -1.4210854715202004e-14, 0.232, 0.060999999999999985
1.31, 72.0, 0.7199999999999989, 0.23199486787324808, 0.061816792592417916
1.32, 72.0, 1.4399999999999977, 0.2319794723034145, 0.06263345620381693
1.33, 72.0, 2.1599999999999966, 0.2319538157216383, 0.06344986187354575
1.34, 72.0, 2.8799999999999955, 0.23191790217939115, 0.06426588068168501
1.35, 72.0, 3.5999999999999943, 0.23187173734783767, 0.06508138376940537
1.36, 72.0, 4.319999999999993, 0.23181532851693992, 0.06589624235931561
