0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.150000,-0.000001,-0.000001,-0.000024,-0.000005,-0.000024,-0.000005,-0.000020,-0.000006,-0.000020,-0.000005,0.000000,0.000000,0.000002,0.000000,0.000001,0.000000
0.300000,-0.000022,-0.000006,-0.000000,0.000000,-0.000000,0.000000,0.000002,-0.000000,0.000025,0.000006,-0.000001,-0.000000,0.000000,-0.000000,-0.000000,-0.000000
0.450000,0.000019,0.000005,0.000019,0.000006,0.000019,0.000006,0.000022,0.000005,-0.000000,0.000001,-0.000002,0.000000,-0.000001,0.000000,-0.000002,0.000000
0.550000,-0.000002,-0.000001,-0.000002,-0.000001,-0.000002,-0.000000,0.000000,-0.000001,-0.000021,-0.000005,-0.000024,-0.000006,-0.000022,-0.000006,-0.000023,-0.000006
0.700000,-0.000021,-0.000006,-0.000021,-0.000005,-0.000021,-0.000005,-0.000000,-0.000002,0.000021,0.000005,0.000019,0.000004,0.000020,0.000004,0.000020,0.000004
0.900000,-0.000000,-0.000000,-0.000000,0.000001,0.000015,0.000006,0.000004,-0.000000,0.000004,0.000001,0.000001,0.000001,0.000003,0.000001,0.000002,0.000001
1.050000,0.000015,0.000003,0.000015,0.000004,-0.000000,0.000000,0.000002,-0.000000,0.000002,0.000000,0.000000,-0.000000,0.000001,-0.000000,0.000001,-0.000000
1.150000,0.000003,-0.000005,0.000003,-0.000005,-0.000020,0.000001,-0.000023,0.000002,-0.000023,0.000001,-0.000021,0.000001,-0.000022,0.000001,-0.000021,0.000001
1.250000,0.000001,0.000000,-0.000022,0.000006,0.000001,-0.000000,-0.000001,0.000001,-0.000001,-0.000000,0.000000,0.000000,-0.000001,0.000000,-0.000000,0.000000
1.400000,-0.000019,0.000006,0.000004,-0.000001,0.000004,-0.000002,0.000002,-0.000001,0.000002,-0.000002,0.000003,-0.000001,0.000002,-0.000001,0.000003,-0.000001
1.500000,0.000000,0.000001,0.000021,-0.000001,0.000021,-0.000001,0.000019,-0.000000,0.000019,-0.000001,0.000021,-0.000001,0.000020,-0.000001,0.000020,-0.000001
1.700000,0.000052,0.000700,0.000031,0.000622,0.000031,0.000542,-0.000413,0.000703,-0.000414,0.000544,-0.000096,0.000622,-0.000287,0.000623,-0.000191,0.000623
1.800000,-0.000000,0.000044,-0.000000,0.000040,-0.000000,0.000035,-0.000025,0.000044,-0.000025,0.000035,0.000005,0.000042,-0.000005,0.000042,-0.000000,0.000042
1.900000,0.000001,-0.000001,0.000001,-0.000001,0.000013,0.000004,0.000016,0.000002,0.000016,0.000004,0.000001,0.000001,0.000002,0.000001,0.000002,0.000001
2.050000,-0.000001,0.000020,-0.000001,0.000021,-0.000013,0.000018,-0.000009,0.000017,-0.000009,0.000018,-0.000012,0.000018,-0.000010,0.000023,-0.000010,0.000023
2.150000,0.000002,0.000006,0.000002,0.000006,0.000010,0.000051,-0.000002,0.000055,-0.000002,0.000051,0.000007,0.000053,0.000001,0.000047,0.000003,0.000047
2.300000,0.000012,0.000061,0.000012,0.000062,0.000003,0.000017,0.000020,0.000011,0.000029,0.000096,-0.000022,0.000084,0.000009,0.000084,-0.000006,0.000084
2.500000,-0.000024,0.000389,-0.000024,0.000424,-0.000024,0.000458,0.000169,0.000388,0.000160,0.000378,0.000061,0.000354,0.000114,0.000385,0.000067,0.000385
2.600000,-0.000075,0.000021,-0.000075,0.000035,-0.000075,0.000049,0.000005,0.000020,0.000005,0.000049,-0.000052,0.000035,-0.000011,0.000003,-0.000011,0.000003
2.700000,0.000001,0.000001,0.000001,0.000000,0.000001,-0.000000,-0.000001,0.000001,-0.000001,-0.000000,0.000001,0.000000,-0.000000,0.000000,0.000000,0.000000
